SR,InvID,ResID,PODetID,InvMonth,InvMonthHrs,InvClaimHrs,InvCertAmt,Remarks,Rate,TDeductAmt
,202193,5392,26183,1/12/2017,206,206,0,,5662,
,202194,5457,26184,1/12/2017,206,130,0,"11 day Sick Leave from 09/12/2017 to 19/12/2017 ,",6511,
,202195,5492,26185,1/12/2017,206,206,0,,7488,
,202196,5639,26211,1/12/2017,206,206,0,,5662,
,202197,6306,26234,1/12/2017,206,206,0,,6511,
,202198,6307,26235,1/12/2017,206,144,0,"6 day Un Paid Leave / Emergency Leave from 20/11/2017 to 25/11/2017 , 3 day Un Paid Leave / Emergency Leave from 17/12/2017 to 19/12/2017 ,",6511,
,202199,7544,26186,1/12/2017,206,206,0,,6511,
,202200,9318,26270,1/12/2017,206,27,0,LWD 23/11/2017,11916,
,202201,8781,24928,1/12/2017,206,158,0,7 days as per LWD 12-12-2017,4000,
,202202,8830,24979,1/12/2017,206,206,0,,4000,
,202203,8843,24992,1/12/2017,206,158,0,7 days as per LWD 12-12-2017,4000,
,202204,8847,24996,1/12/2017,206,158,0,7 days as per LWD 12-12-2017,4000,
,202205,8848,24997,1/12/2017,206,158,0,7 days as per LWD 12-12-2017,4000,
,202206,8853,25002,1/12/2017,206,206,0,,4000,
,202207,8873,25022,1/12/2017,206,158,0,7 days as per LWD 12-12-2017,4000,
,202208,8879,25028,1/12/2017,206,206,0,,4000,
,202209,8880,25029,1/12/2017,206,206,0,,4000,
,202210,8888,25037,1/12/2017,206,206,0,,4000,
,202211,392,24545,1/12/2017,206,206,0,,15760,
,202212,399,24552,1/12/2017,206,206,0,,14663,
,202213,467,24562,1/12/2017,206,206,0,,14663,
,202214,423,24504,1/12/2017,206,206,0,,23690,
,202215,440,24517,1/12/2017,206,199,0,"1 day AL from 13/12/2017 to 13/12/2017 ,",23690,
,202216,395,24549,1/12/2017,206,192,0,"1 day Sick Leave from 21/11/2017 to 21/11/2017 , 1 day Sick Leave from 19/12/2017 to 19/12/2017 ,",18000,
,202217,466,24561,1/12/2017,206,192,0,"2 day AL from 06/12/2017 to 07/12/2017 ,",18000,
,202218,7901,26207,1/12/2017,206,206,0,,15680,
,202219,7902,26268,1/12/2017,206,206,0,,15680,
,202220,429,24509,1/12/2017,206,130,0,"11 day AL from 04/12/2017 to 14/12/2017 ,",18000,
,202221,628,24619,1/12/2017,206,199,0,"1 day Sick Leave from 20/11/2017 to 20/11/2017 ,",12767,
,202222,3102,24608,1/12/2017,206,206,0,,17021,
,202223,391,24544,1/12/2017,206,206,0,,18000,
,202224,1877,24663,1/12/2017,206,103,0,"15 day AL from 05/12/2017 to 19/12/2017 ,",5847,
,202225,5408,24415,1/12/2017,206,206,0,,5662,
,202226,6289,24573,1/12/2017,206,206,0,,5662,
,202227,1492,26201,1/12/2017,206,206,0,,11916,
,202228,1564,26229,1/12/2017,206,179,0,"1 day Sick Leave from 23/11/2017 to 23/11/2017 , 1 day Sick Leave from 27/11/2017 to 27/11/2017 , 2 day AL from 04/12/2017 to 05/12/2017 ,",15760,
,202229,1815,26227,1/12/2017,206,185,0,"2 day Sick Leave from 20/11/2017 to 21/11/2017 , 1 day AL from 22/11/2017 to 22/11/2017 ,",32835,
,202230,1971,26219,1/12/2017,206,206,0,,20160,
,202231,485,26228,1/12/2017,206,206,0,,24160,
,202232,1043,26213,1/12/2017,206,206,0,,20160,
,202233,8215,26284,1/12/2017,206,179,0,"4 day AL from 16/12/2017 to 19/12/2017 ,",22579,
,202234,6255,25823,1/12/2017,206,206,0,,10375,
,202235,8787,24934,1/12/2017,206,206,0,,4000,
,202236,8798,24947,1/12/2017,206,206,0,,4000,
,202237,9186,25336,1/12/2017,206,206,0,,3223,
,202238,5337,25523,1/12/2017,206,206,0,,4397,
,202239,5378,25557,1/12/2017,206,206,0,,4397,
,202240,5386,25565,1/12/2017,206,206,0,,4397,
,202241,5394,25571,1/12/2017,206,206,0,,5662,
,202242,5611,25508,1/12/2017,206,206,0,,7488,
,202243,5826,25690,1/12/2017,206,206,0,,5662,
,202244,6146,25472,1/12/2017,206,206,0,,5662,
,202245,6194,25730,1/12/2017,206,206,0,,6511,
,202246,6199,25733,1/12/2017,206,206,0,,7488,
,202247,6400,25713,1/12/2017,206,206,0,,11916,
,202248,1074,25869,1/12/2017,206,199,0,"1 day Sick Leave from 11/12/2017 to 11/12/2017 ,",21571,
,202249,520,26168,1/12/2017,206,206,0,,13704,
,202250,561,26170,1/12/2017,206,206,0,,23690,
,202251,1547,26164,1/12/2017,206,206,0,,18000,
,202252,1511,26144,1/12/2017,206,192,0,"2 day Sick Leave from 05/12/2017 to 06/12/2017 ,",5934,
,202253,1327,26221,1/12/2017,206,206,0,,12409,
,202254,8607,24745,1/12/2017,206,206,0,,2550,
,202255,8619,24757,1/12/2017,206,206,0,,2550,
,202256,8636,24774,1/12/2017,206,206,0,,2550,
,202257,8785,24932,1/12/2017,206,206,0,,4000,
,202258,8861,25010,1/12/2017,206,206,0,,4000,
,202259,9969,25083,1/12/2017,206,172,0,As per DOJ 25-11-2017,3223,
,202260,9970,25085,1/12/2017,206,185,0,As per DOJ 23-11-2017,3223,
,202261,9977,25351,1/12/2017,206,62,0,as per DOJ 11-12-2017,3223,
,202262,2002,25943,1/12/2017,206,206,0,,7488,
,202263,5642,25756,1/12/2017,206,206,0,,6511,
,202264,5652,25762,1/12/2017,206,206,0,,7488,
,202265,6296,25896,1/12/2017,206,206,0,,5662,
,202266,6297,25894,1/12/2017,206,206,0,,6511,
,202267,2049,25475,1/12/2017,206,206,0,,5662,
,202268,4402,26175,1/12/2017,206,179,0,"4 day AL from 20/11/2017 to 23/11/2017 ,",11916,
,202269,3972,26154,1/12/2017,206,89,0,"17 day AL from 03/12/2017 to 19/12/2017 ,",9380,
,202270,8548,24681,1/12/2017,206,206,0,,2550,
,202271,8549,24682,1/12/2017,206,206,0,,2550,
,202272,8561,24694,1/12/2017,206,206,0,,2550,
,202273,8571,24704,1/12/2017,206,206,0,,2550,
,202274,8572,24705,1/12/2017,206,206,0,,2550,
,202275,8573,24706,1/12/2017,206,206,0,,2550,
,202276,8574,24707,1/12/2017,206,206,0,,2550,
,202277,8575,24708,1/12/2017,206,206,0,,2550,
,202278,8576,24709,1/12/2017,206,206,0,,2550,
,202279,8577,24710,1/12/2017,206,206,0,,2550,
,202280,8578,24711,1/12/2017,206,206,0,,2550,
,202281,8579,24712,1/12/2017,206,206,0,,2550,
,202282,8580,24713,1/12/2017,206,206,0,,2550,
,202283,8581,24714,1/12/2017,206,206,0,,2550,
,202284,8582,24715,1/12/2017,206,206,0,,2550,
,202285,8583,24716,1/12/2017,206,206,0,,2550,
,202286,8584,24717,1/12/2017,206,206,0,,2550,
,202287,8587,24720,1/12/2017,206,206,0,,2550,
,202288,8588,24722,1/12/2017,206,206,0,,2550,
,202289,8589,24723,1/12/2017,206,206,0,,2550,
,202290,8590,24724,1/12/2017,206,206,0,,2550,
,202291,8591,24725,1/12/2017,206,206,0,,2550,
,202292,8593,24727,1/12/2017,206,206,0,,2550,
,202293,8594,24728,1/12/2017,206,206,0,,2550,
,202294,8595,24730,1/12/2017,206,206,0,,2550,
,202295,8596,24731,1/12/2017,206,206,0,,2550,
,202296,8597,24732,1/12/2017,206,206,0,,2550,
,202297,8599,24734,1/12/2017,206,206,0,,2550,
,202298,8606,24743,1/12/2017,206,206,0,,2550,
,202299,8615,24753,1/12/2017,206,206,0,,2550,
,202300,8616,24754,1/12/2017,206,206,0,,2550,
,202301,8617,24755,1/12/2017,206,206,0,,2550,
,202302,8618,24756,1/12/2017,206,206,0,,2550,
,202303,8631,24769,1/12/2017,206,206,0,,2550,
,202304,8632,24770,1/12/2017,206,206,0,,2550,
,202305,8662,24801,1/12/2017,206,206,0,,3500,
,202306,8664,24803,1/12/2017,206,206,0,,3500,
,202307,8667,24806,1/12/2017,206,206,0,,3500,
,202308,8668,24807,1/12/2017,206,206,0,,3500,
,202309,8669,24808,1/12/2017,206,206,0,,3500,
,202310,8672,24811,1/12/2017,206,206,0,,3500,
,202311,8677,24817,1/12/2017,206,206,0,,3500,
,202312,8679,24819,1/12/2017,206,206,0,,3500,
,202313,8682,24822,1/12/2017,206,206,0,,3500,
,202314,8683,24823,1/12/2017,206,206,0,,3500,
,202315,8685,24825,1/12/2017,206,206,0,,3500,
,202316,8687,24828,1/12/2017,206,206,0,,3500,
,202317,8690,24831,1/12/2017,206,206,0,,3500,
,202318,8747,24890,1/12/2017,206,206,0,,4000,
,202319,8748,24891,1/12/2017,206,206,0,,4000,
,202320,8778,24925,1/12/2017,206,206,0,,4000,
,202321,8779,24926,1/12/2017,206,206,0,,4000,
,202322,8782,24929,1/12/2017,206,206,0,,4000,
,202323,8783,24930,1/12/2017,206,206,0,,4000,
,202324,8828,24977,1/12/2017,206,206,0,,4000,
,202325,8832,24981,1/12/2017,206,206,0,,4000,
,202326,8834,24983,1/12/2017,206,206,0,,4000,
,202327,8844,24993,1/12/2017,206,206,0,,4000,
,202328,8850,24999,1/12/2017,206,206,0,,4000,
,202329,8855,25004,1/12/2017,206,206,0,,4000,
,202330,8856,25005,1/12/2017,206,206,0,,4000,
,202331,8857,25006,1/12/2017,206,206,0,,4000,
,202332,8859,25008,1/12/2017,206,206,0,,4000,
,202333,8863,25012,1/12/2017,206,206,0,,4000,
,202334,8865,25014,1/12/2017,206,206,0,,4000,
,202335,8869,25018,1/12/2017,206,206,0,,4000,
,202336,8887,25036,1/12/2017,206,206,0,,4000,
,202337,9966,25069,1/12/2017,206,172,0,As per DOJ 25-11-2017,3223,
,202338,8983,25133,1/12/2017,206,206,0,,3223,
,202339,8985,25135,1/12/2017,206,206,0,,3223,
,202340,8989,25139,1/12/2017,206,206,0,,3223,
,202341,8990,25140,1/12/2017,206,206,0,,3223,
,202342,8991,25141,1/12/2017,206,206,0,,3223,
,202343,8993,25143,1/12/2017,206,206,0,,3223,
,202344,8994,25144,1/12/2017,206,206,0,,3223,
,202345,8996,25146,1/12/2017,206,206,0,,3223,
,202346,9003,25153,1/12/2017,206,206,0,,3223,
,202347,9006,25156,1/12/2017,206,206,0,,3223,
,202348,9012,25162,1/12/2017,206,206,0,,3223,
,202349,9015,25165,1/12/2017,206,206,0,,3223,
,202350,9019,25169,1/12/2017,206,199,0,"1 day Sick Leave from 13/12/2017 to 13/12/2017 ,",3223,
,202351,9021,25171,1/12/2017,206,55,0,"22 day AL from 28/11/2017 to 19/12/2017 ,",3223,
,202352,9023,25173,1/12/2017,206,206,0,,3223,
,202353,9024,25174,1/12/2017,206,206,0,,3223,
,202354,9030,25180,1/12/2017,206,206,0,,3223,
,202355,9035,25185,1/12/2017,206,206,0,,3223,
,202356,9036,25186,1/12/2017,206,206,0,,3223,
,202357,9037,25187,1/12/2017,206,206,0,,3223,
,202358,9039,25189,1/12/2017,206,206,0,,3223,
,202359,9041,25191,1/12/2017,206,206,0,,3223,
,202360,9042,25192,1/12/2017,206,0,0,"11 day AL from 20/11/2017 to 30/11/2017 , 19 day Un Paid Leave / Emergency Leave from 01/12/2017 to 19/12/2017 ,",3223,
,202361,9045,25195,1/12/2017,206,206,0,,3223,
,202362,9047,25197,1/12/2017,206,206,0,,3223,
,202363,4832,24565,1/12/2017,206,206,0,,14663,
,202364,250,24524,1/12/2017,206,206,0,,18000,
,202365,5661,24440,1/12/2017,206,144,0,"9 day AL from 25/11/2017 to 03/12/2017 ,",7488,
,202366,6391,24456,1/12/2017,206,206,0,,6511,
,202367,7913,24423,1/12/2017,206,206,0,,6511,
,202368,1495,26233,1/12/2017,206,185,0,"3 day AL from 05/12/2017 to 07/12/2017 ,",11916,
,202369,6799,26236,1/12/2017,206,206,0,,13704,
,202370,3011,24435,1/12/2017,206,206,0,,20160,
,202371,397,24551,1/12/2017,206,206,0,,14663,
,202372,400,24553,1/12/2017,206,192,0,"2 day Sick Leave from 04/12/2017 to 05/12/2017 ,",14663,
,202373,401,24554,1/12/2017,206,179,0,"4 day AL from 16/12/2017 to 19/12/2017 ,",16548,
,202374,468,24563,1/12/2017,206,206,0,,14663,
,202375,475,24566,1/12/2017,206,137,0,"10 day AL from 20/11/2017 to 29/11/2017 ,",14663,
,202376,1393,24539,1/12/2017,206,206,0,,15760,
,202377,1395,24541,1/12/2017,206,206,0,,11916,
,202378,6705,24475,1/12/2017,206,199,0,"1 day Sick Leave from 26/11/2017 to 26/11/2017 ,",13704,
,202379,246,24520,1/12/2017,206,151,0,"2 day Sick Leave from 25/11/2017 to 26/11/2017 , 2 day Sick Leave from 04/12/2017 to 05/12/2017 , 4 day AL from 16/12/2017 to 19/12/2017 ,",23690,
,202380,8213,24664,1/12/2017,206,192,0,"2 day Sick Leave from 26/11/2017 to 27/11/2017 ,",23000,
,202381,8222,24668,1/12/2017,206,206,0,,23000,
,202382,2219,24548,1/12/2017,206,130,0,"11 day AL from 04/12/2017 to 14/12/2017 ,",18000,
,202383,393,24546,1/12/2017,206,151,0,"4 day AL from 20/11/2017 to 23/11/2017 , 4 day AL from 24/11/2017 to 27/11/2017 ,",18000,
,202384,396,24550,1/12/2017,206,206,0,,18000,
,202385,402,24555,1/12/2017,206,206,0,,20160,
,202386,457,24556,1/12/2017,206,206,0,,18000,
,202387,460,24559,1/12/2017,206,206,0,,18000,
,202388,463,24560,1/12/2017,206,206,0,,21571,
,202389,476,24567,1/12/2017,206,206,0,,20160,
,202390,1398,24543,1/12/2017,206,179,0,"4 day AL from 16/12/2017 to 19/12/2017 ,",20160,
,202391,8219,24666,1/12/2017,206,206,0,,18000,
,202392,5916,26190,1/12/2017,206,124,0,"10 day AL from 20/11/2017 to 29/11/2017 , 2 day Sick Leave from 18/12/2017 to 19/12/2017 ,",11932,
,202393,6191,26209,1/12/2017,206,199,0,"1 day Absent from 07/12/2017 to 07/12/2017 ,",6511,
,202394,1907,25923,1/12/2017,206,192,0,"2 day AL from 20/11/2017 to 21/11/2017 ,",9022,
,202395,1956,25937,1/12/2017,206,206,0,,9022,
,202396,2034,25957,1/12/2017,206,206,0,,9022,
,202397,5513,25658,1/12/2017,206,206,0,,10375,
,202398,5662,25768,1/12/2017,206,206,0,,9022,
,202399,5694,25825,1/12/2017,206,206,0,,10375,
,202400,6260,25829,1/12/2017,206,206,0,,11932,
,202401,8656,24795,1/12/2017,206,206,0,,3500,
,202402,8657,24796,1/12/2017,206,206,0,,3500,
,202403,8658,24797,1/12/2017,206,206,0,,3500,
,202404,8661,24800,1/12/2017,206,206,0,,3500,
,202405,8663,24802,1/12/2017,206,206,0,,3500,
,202406,8665,24804,1/12/2017,206,206,0,,3500,
,202407,8666,24805,1/12/2017,206,206,0,,3500,
,202408,8670,24809,1/12/2017,206,206,0,,3500,
,202409,8671,24810,1/12/2017,206,206,0,,3500,
,202410,8673,24812,1/12/2017,206,206,0,,3500,
,202411,8674,24813,1/12/2017,206,206,0,,3500,
,202412,8675,24814,1/12/2017,206,206,0,,3500,
,202413,8676,24816,1/12/2017,206,206,0,,3500,
,202414,8680,24820,1/12/2017,206,206,0,,3500,
,202415,8681,24821,1/12/2017,206,206,0,,3500,
,202416,8686,24827,1/12/2017,206,206,0,,3500,
,202417,8688,24829,1/12/2017,206,206,0,,3500,
,202418,8689,24830,1/12/2017,206,206,0,,3500,
,202419,8691,24833,1/12/2017,206,206,0,,3500,
,202420,8692,24834,1/12/2017,206,206,0,,3500,
,202421,8693,24835,1/12/2017,206,206,0,,3500,
,202422,8694,24836,1/12/2017,206,206,0,,3500,
,202423,8695,24837,1/12/2017,206,206,0,,3500,
,202424,8696,24838,1/12/2017,206,206,0,,3500,
,202425,8697,24839,1/12/2017,206,206,0,,3500,
,202426,8704,24846,1/12/2017,206,206,0,,3500,
,202427,8706,24848,1/12/2017,206,206,0,,3500,
,202428,8707,24849,1/12/2017,206,206,0,,3500,
,202429,8708,24850,1/12/2017,206,206,0,,3500,
,202430,8709,24851,1/12/2017,206,206,0,,3500,
,202431,8710,24852,1/12/2017,206,206,0,,3500,
,202432,8711,24853,1/12/2017,206,206,0,,3500,
,202433,8712,24854,1/12/2017,206,206,0,,3500,
,202434,8713,24855,1/12/2017,206,206,0,,3500,
,202435,8714,24856,1/12/2017,206,206,0,,3500,
,202436,8715,24857,1/12/2017,206,206,0,,3500,
,202437,8728,24871,1/12/2017,206,206,0,,4000,
,202438,8732,24875,1/12/2017,206,206,0,,4000,
,202439,8737,24880,1/12/2017,206,206,0,,4000,
,202440,8746,24889,1/12/2017,206,206,0,,4000,
,202441,8750,24893,1/12/2017,206,206,0,,4000,
,202442,8751,24894,1/12/2017,206,206,0,,4000,
,202443,8752,24895,1/12/2017,206,206,0,,4000,
,202444,8753,24896,1/12/2017,206,206,0,,4000,
,202445,8755,24898,1/12/2017,206,206,0,,4000,
,202446,8758,24901,1/12/2017,206,206,0,,4000,
,202447,8759,24902,1/12/2017,206,206,0,,4000,
,202448,8761,24904,1/12/2017,206,206,0,,4000,
,202449,8762,24905,1/12/2017,206,206,0,,4000,
,202450,8764,24907,1/12/2017,206,206,0,,4000,
,202451,8767,24910,1/12/2017,206,206,0,,4000,
,202452,8770,24913,1/12/2017,206,206,0,,4000,
,202453,8771,24914,1/12/2017,206,206,0,,4000,
,202454,8772,24915,1/12/2017,206,206,0,,4000,
,202455,8773,24916,1/12/2017,206,206,0,,4000,
,202456,8774,24917,1/12/2017,206,206,0,,4000,
,202457,8775,24918,1/12/2017,206,206,0,,4000,
,202458,8776,24919,1/12/2017,206,206,0,,4000,
,202459,8816,24965,1/12/2017,206,206,0,,4000,
,202460,8827,24976,1/12/2017,206,206,0,,4000,
,202461,8829,24978,1/12/2017,206,206,0,,4000,
,202462,8846,24995,1/12/2017,206,206,0,,4000,
,202463,8864,25013,1/12/2017,206,206,0,,4000,
,202464,8868,25017,1/12/2017,206,206,0,,4000,
,202465,8883,25032,1/12/2017,206,206,0,,4000,
,202466,8889,25038,1/12/2017,206,206,0,,4000,
,202467,8894,25043,1/12/2017,206,206,0,,4000,
,202468,9962,29930,1/12/2017,206,206,0,,3223,
,202469,9964,24534,1/12/2017,206,206,0,,3223,
,202470,9967,25070,1/12/2017,206,192,0,As per DOJ 22-11-2017,3223,
,202471,9975,25202,1/12/2017,206,96,0,as per DOJ 06-12-2017,3223,
,202472,9976,25327,1/12/2017,206,96,0,as per DOJ 06-12-2017,3223,
,202473,9981,25603,1/12/2017,206,206,0,,3223,
,202474,9982,25641,1/12/2017,206,206,0,,3223,
,202475,9983,25668,1/12/2017,206,206,0,,3223,
,202476,9984,25731,1/12/2017,206,206,0,,3223,
,202477,9985,25867,1/12/2017,206,206,0,,3223,
,202478,9986,25933,1/12/2017,206,206,0,,3223,
,202479,9987,26243,1/12/2017,206,69,0,as per DOJ 10-12-2017,3223,
,202480,8922,25072,1/12/2017,206,206,0,,3223,
,202481,8965,25115,1/12/2017,206,206,0,,3223,
,202482,8833,24982,1/12/2017,206,206,0,,4000,
,202483,8837,24986,1/12/2017,206,206,0,,4000,
,202484,8838,24987,1/12/2017,206,206,0,,4000,
,202485,8840,24989,1/12/2017,206,206,0,,4000,
,202486,8842,24991,1/12/2017,206,206,0,,4000,
,202487,8849,24998,1/12/2017,206,206,0,,4000,
,202488,8854,25003,1/12/2017,206,206,0,,4000,
,202489,8858,25007,1/12/2017,206,206,0,,4000,
,202490,8872,25021,1/12/2017,206,206,0,,4000,
,202491,8875,25024,1/12/2017,206,206,0,,4000,
,202492,1159,25820,1/12/2017,206,206,0,,15760,
,202493,5520,25665,1/12/2017,206,206,0,,13704,
,202494,5521,25666,1/12/2017,206,206,0,,13704,
,202495,5522,25667,1/12/2017,206,206,0,,13704,
,202496,9968,25077,1/12/2017,206,172,0,As per DOJ 25-11-2017,3223,
,202497,9971,25096,1/12/2017,206,172,0,As per DOJ 25-11-2017,3223,
,202498,9972,25106,1/12/2017,206,192,0,"2 day Absent from 09/12/2017 to 10/12/2017 , and 8 days as per DOJ 29-11-2017",3223,
,202499,9973,25109,1/12/2017,206,144,0,as per DOJ 29-11-2017,3223,
,202500,9974,25111,1/12/2017,206,144,0,as per DOJ 29-11-2017,3223,
,202501,9978,25452,1/12/2017,206,192,0,As per DOJ 22-11-2017,3223,
,202502,9979,25453,1/12/2017,206,172,0,As per DOJ 25-11-2017,3223,
,202503,8896,25046,1/12/2017,206,206,0,,3223,
,202504,8900,25050,1/12/2017,206,206,0,,3223,
,202505,9048,25198,1/12/2017,206,206,0,,3223,
,202506,9049,25199,1/12/2017,206,206,0,,3223,
,202507,9050,25200,1/12/2017,206,206,0,,3223,
,202508,9051,25201,1/12/2017,206,206,0,,3223,
,202509,9054,25204,1/12/2017,206,206,0,,3223,
,202510,9056,25206,1/12/2017,206,206,0,,3223,
,202511,9057,25207,1/12/2017,206,206,0,,3223,
,202512,9098,25248,1/12/2017,206,206,0,,3223,
,202513,9099,25249,1/12/2017,206,206,0,,3223,
,202514,9101,25251,1/12/2017,206,206,0,,3223,
,202515,9102,25252,1/12/2017,206,206,0,,3223,
,202516,9103,25253,1/12/2017,206,206,0,,3223,
,202517,9105,25255,1/12/2017,206,206,0,,3223,
,202518,9107,25257,1/12/2017,206,206,0,,3223,
,202519,9108,25258,1/12/2017,206,206,0,,3223,
,202520,9111,25261,1/12/2017,206,206,0,,3223,
,202521,9112,25262,1/12/2017,206,206,0,,3223,
,202522,9115,25265,1/12/2017,206,206,0,,3223,
,202523,9116,25266,1/12/2017,206,206,0,,3223,
,202524,9119,25269,1/12/2017,206,206,0,,3223,
,202525,9122,25272,1/12/2017,206,206,0,,3223,
,202526,9123,25273,1/12/2017,206,62,0,"18 day AL from 29/11/2017 to 16/12/2017 , 3 day AL from 17/12/2017 to 19/12/2017 ,",3223,
,202527,9139,25289,1/12/2017,206,206,0,,3223,
,202528,9151,25301,1/12/2017,206,206,0,,3223,
,202529,9294,25444,1/12/2017,206,206,0,,3223,
,202530,9296,25446,1/12/2017,206,206,0,,3223,
,202531,9298,25448,1/12/2017,206,206,0,,3223,
,202532,9301,25451,1/12/2017,206,206,0,,3223,
,202533,6178,25718,1/12/2017,206,206,0,,3223,
,202534,6219,25774,1/12/2017,206,206,0,,3223,
,202535,6224,25778,1/12/2017,206,206,0,,3223,
,202536,9415,25203,1/12/2017,206,206,0,,3223,
,202537,9544,25134,1/12/2017,206,206,0,,3223,
,202538,9546,25151,1/12/2017,206,206,0,,3223,
,202539,9547,25158,1/12/2017,206,206,0,,3223,
,202540,9548,25163,1/12/2017,206,206,0,,3223,
,202541,9549,25166,1/12/2017,206,206,0,,3223,
,202542,9552,25247,1/12/2017,206,206,0,,3223,
,202543,9785,25068,1/12/2017,206,206,0,,3223,
,202544,9793,25123,1/12/2017,206,206,0,,3223,
,202545,9794,25128,1/12/2017,206,206,0,,3223,
,202546,9795,25159,1/12/2017,206,206,0,,3223,
,202547,9796,25184,1/12/2017,206,206,0,,3223,
,202548,9797,25213,1/12/2017,206,206,0,,3223,
,202549,9799,25216,1/12/2017,206,206,0,,3223,
,202550,9800,25219,1/12/2017,206,206,0,,3223,
,202551,9801,25220,1/12/2017,206,206,0,,3223,
,202552,9802,25246,1/12/2017,206,206,0,,3223,
,202553,9803,25268,1/12/2017,206,206,0,,3223,
,202554,9914,25137,1/12/2017,206,206,0,,3223,
,202555,9915,25155,1/12/2017,206,206,0,,3223,
,202556,3656,26150,1/12/2017,206,206,0,,6958,
,202557,3837,26153,1/12/2017,206,206,0,,8237,
,202558,3881,26149,1/12/2017,206,206,0,,6958,
,202559,4530,26152,1/12/2017,206,206,0,,6958,
,202560,4749,26157,1/12/2017,206,179,0,"4 day Un Paid Leave / Emergency Leave from 20/11/2017 to 23/11/2017 ,",6853,
,202561,4752,26156,1/12/2017,206,206,0,,7846,
,202562,4829,26158,1/12/2017,206,206,0,,6853,
,202563,4870,26159,1/12/2017,206,7,0,"26 day AL from 20/11/2017 to 15/12/2017 , 1 day Absent from 16/12/2017 to 16/12/2017 , 1 day Absent from 17/12/2017 to 17/12/2017 , 1 day Absent from 19/12/2017 to 19/12/2017 ,",6853,
,202564,7906,26269,1/12/2017,206,206,0,,11916,
,202565,824,26212,1/12/2017,206,206,0,,18000,
,202566,1273,26215,1/12/2017,206,206,0,,18000,
,202567,433,24512,1/12/2017,206,172,0,"4 day AL from 04/12/2017 to 07/12/2017 , 1 day AL from 10/12/2017 to 10/12/2017 ,",23690,
,202568,532,24599,1/12/2017,206,89,0,"17 day AL from 03/12/2017 to 19/12/2017 ,",9383,
,202569,609,24616,1/12/2017,206,206,0,,10894,
,202570,3777,24617,1/12/2017,206,206,0,,10894,
